psLayout version 3

match	mis- 	rep. 	N's	Q gap	Q gap	T gap	T gap	strand	Q        	Q   	Q    	Q  	T        	T   	T    	T  	block	blockSizes 	qStarts	 tStarts
20	0	0	0	0	0	0	0	+	188169-2	20	0	20	mmu-mir-320	82	45	65	1	20,	0,	45,
16	0	0	0	0	0	0	0	-	188179-2	16	0	16	mmu-mir-24-1	68	10	26	1	16,	0,	10,
21	0	0	0	0	0	0	0	+	188236-2	21	0	21	mmu-mir-1983	132	14	35	1	21,	0,	14,
21	0	0	0	0	0	0	0	+	188263-2	21	0	21	mmu-mir-142	64	39	60	1	21,	0,	39,
21	1	0	0	0	0	0	0	+	188287-2	23	1	23	mmu-mir-292	82	49	71	1	22,	1,	49,
19	1	0	0	0	0	0	0	+	188295-2	20	0	20	mmu-mir-423	109	64	84	1	20,	0,	64,
19	0	0	0	0	0	0	0	+	188364-2	19	0	19	mmu-mir-101b	97	23	42	1	19,	0,	23,
19	1	0	0	0	0	0	0	+	188389-2	20	0	20	mmu-mir-106a	65	5	25	1	20,	0,	5,
20	1	0	0	0	0	0	0	+	188400-2	21	0	21	mmu-mir-183	70	6	27	1	21,	0,	6,
18	0	0	0	0	0	0	0	+	188408-2	18	0	18	mmu-mir-669c	109	62	80	1	18,	0,	62,
20	1	0	0	0	0	0	0	+	188421-2	21	0	21	mmu-mir-669m-2	98	18	39	1	21,	0,	18,
20	1	0	0	0	0	0	0	+	188421-2	21	0	21	mmu-mir-669m-1	98	19	40	1	21,	0,	19,
20	1	0	0	0	0	0	0	+	188421-2	21	0	21	mmu-mir-669b	97	24	45	1	21,	0,	24,
19	1	0	0	0	0	0	0	+	188426-2	20	0	20	mmu-mir-302a	69	8	28	1	20,	0,	8,
19	1	0	0	0	0	0	0	+	188430-2	20	0	20	mmu-mir-291a	82	14	34	1	20,	0,	14,
20	1	0	0	0	0	0	0	+	188447-2	21	0	21	mmu-mir-669a-3	109	27	48	1	21,	0,	27,
20	1	0	0	0	0	0	0	+	188447-2	21	0	21	mmu-mir-669a-2	97	21	42	1	21,	0,	21,
22	0	0	0	0	0	0	0	+	188472-2	22	0	22	mmu-mir-689-2	109	28	50	1	22,	0,	28,
22	0	0	0	0	0	0	0	+	188472-2	22	0	22	mmu-mir-689-1	109	28	50	1	22,	0,	28,
17	0	0	0	0	0	0	0	-	188513-2	21	4	21	mmu-mir-1946b	133	12	29	1	17,	0,	12,
16	0	0	0	0	0	0	0	+	188517-2	19	3	19	mmu-mir-1937b-5	123	28	44	1	16,	3,	28,
16	0	0	0	0	0	0	0	+	188517-2	19	3	19	mmu-mir-1937b-4	121	27	43	1	16,	3,	27,
16	0	0	0	0	0	0	0	+	188517-2	19	3	19	mmu-mir-1937b-3	132	31	47	1	16,	3,	31,
16	0	0	0	0	0	0	0	+	188517-2	19	3	19	mmu-mir-1937b-2	121	27	43	1	16,	3,	27,
16	0	0	0	0	0	0	0	+	188517-2	19	3	19	mmu-mir-1937a	118	25	41	1	16,	3,	25,
20	1	0	0	0	0	0	0	+	188521-2	21	0	21	mmu-mir-320	82	47	68	1	21,	0,	47,
18	1	0	0	0	0	0	0	+	188535-2	19	0	19	mmu-mir-302a	69	44	63	1	19,	0,	44,
18	1	0	0	0	0	0	0	-	188538-2	19	0	19	mmu-mir-1935	60	39	58	1	19,	0,	39,
20	1	0	0	0	0	0	0	+	188557-2	21	0	21	mmu-mir-467b	73	9	30	1	21,	0,	9,
20	1	0	0	0	0	0	0	+	188557-2	21	0	21	mmu-mir-467a-1	73	9	30	1	21,	0,	9,
19	2	0	0	0	0	0	0	+	188558-2	21	0	21	mmu-mir-292	82	50	71	1	21,	0,	50,
18	0	0	0	0	0	0	0	+	188560-2	18	0	18	mmu-mir-7a-1	108	65	83	1	18,	0,	65,
19	1	0	0	0	0	0	0	+	188565-2	20	0	20	mmu-mir-31	106	27	47	1	20,	0,	27,
16	0	0	0	0	0	0	0	+	188618-2	16	0	16	mmu-mir-1983	132	77	93	1	16,	0,	77,
18	0	0	0	0	0	0	0	+	188622-2	18	0	18	mmu-mir-376b	82	51	69	1	18,	0,	51,
16	0	0	0	0	0	0	0	+	188624-2	16	0	16	mmu-mir-96	106	5	21	1	16,	0,	5,
18	0	0	0	0	0	0	0	+	188681-2	19	1	19	mmu-mir-302d	66	43	61	1	18,	1,	43,
19	1	0	0	0	0	0	0	+	188690-2	20	0	20	mmu-mir-342	99	62	82	1	20,	0,	62,
19	0	0	0	0	0	0	0	+	188692-2	21	0	19	mmu-mir-302d	66	41	60	1	19,	0,	41,
17	0	0	0	0	0	0	0	+	188692-2	21	0	17	mmu-mir-302b	74	47	64	1	17,	0,	47,
17	0	0	0	0	0	0	0	+	188692-2	21	0	17	mmu-mir-302a	69	43	60	1	17,	0,	43,
18	1	0	0	0	0	0	0	+	188698-2	19	0	19	mmu-mir-676	89	54	73	1	19,	0,	54,
21	1	0	0	0	0	0	0	+	188710-2	22	0	22	mmu-mir-30e	92	16	38	1	22,	0,	16,
19	1	0	0	0	0	0	0	+	188711-2	20	0	20	mmu-mir-200b	70	44	64	1	20,	0,	44,
16	0	0	0	0	0	0	0	+	188719-2	21	0	16	mmu-mir-295	69	42	58	1	16,	0,	42,
21	0	0	0	0	0	0	0	+	188732-2	22	0	21	mmu-mir-320	82	46	67	1	21,	0,	46,
19	1	0	0	0	0	0	0	+	188748-2	20	0	20	mmu-mir-466j	122	76	96	1	20,	0,	76,
19	1	0	0	0	0	0	0	+	188748-2	20	0	20	mmu-mir-466f-4	121	21	41	1	20,	0,	21,
18	2	0	0	0	0	0	0	+	188748-2	20	0	20	mmu-mir-466e	84	14	34	1	20,	0,	14,
19	0	0	0	0	0	1	4	+	188748-2	20	1	20	mmu-mir-466d	96	10	33	2	9,10,	1,10,	10,23,
19	1	0	0	0	0	0	0	+	188748-2	20	0	20	mmu-mir-466c	84	14	34	1	20,	0,	14,
19	1	0	0	0	0	0	0	+	188748-2	20	0	20	mmu-mir-466b-3	81	13	33	1	20,	0,	13,
19	1	0	0	0	0	0	0	+	188748-2	20	0	20	mmu-mir-466b-2	82	13	33	1	20,	0,	13,
19	1	0	0	0	0	0	0	+	188748-2	20	0	20	mmu-mir-466b-1	82	13	33	1	20,	0,	13,
18	2	0	0	0	0	0	0	+	188748-2	20	0	20	mmu-mir-466a	73	13	33	1	20,	0,	13,
19	1	0	0	0	0	0	0	+	188748-2	20	0	20	mmu-mir-297c	98	12	32	1	20,	0,	12,
20	0	0	0	0	0	1	48	-	188748-2	20	0	20	mmu-mir-466d	96	21	89	2	10,10,	0,10,	21,79,
18	1	0	0	0	0	0	0	+	188749-2	19	0	19	mmu-mir-669f	121	56	75	1	19,	0,	56,
19	1	0	0	0	0	0	0	+	188765-2	20	0	20	mmu-mir-324	89	17	37	1	20,	0,	17,
17	0	0	0	0	0	0	0	+	188774-2	20	0	17	mmu-mir-367	75	30	47	1	17,	0,	30,
20	0	0	0	0	0	0	0	+	188814-2	20	0	20	mmu-mir-1983	132	101	121	1	20,	0,	101,
19	2	0	0	0	0	0	0	+	188829-2	21	0	21	mmu-mir-302d	66	41	62	1	21,	0,	41,
16	0	0	0	0	0	0	0	-	188839-2	16	0	16	mmu-mir-706	84	9	25	1	16,	0,	9,
20	1	0	0	0	0	0	0	+	188846-2	21	0	21	mmu-mir-574	78	10	31	1	21,	0,	10,
16	0	0	0	0	0	0	0	-	188846-2	21	0	16	mmu-mir-669h	125	84	100	1	16,	5,	84,
21	0	0	0	0	0	0	0	+	188866-2	22	1	22	mmu-mir-708	109	27	48	1	21,	1,	27,
19	1	0	0	0	0	0	0	+	188926-2	20	0	20	mmu-mir-324	89	17	37	1	20,	0,	17,
20	1	0	0	0	0	0	0	+	188932-2	21	0	21	mmu-mir-3470b	126	34	55	1	21,	0,	34,
20	1	0	0	0	0	0	0	-	188932-2	21	0	21	mmu-mir-1935	60	38	59	1	21,	0,	38,
20	1	0	0	0	0	0	0	+	188938-2	22	0	21	mmu-mir-292	82	49	70	1	21,	0,	49,
22	1	0	0	0	0	0	0	-	188962-2	24	1	24	mmu-mir-3470a	77	54	77	1	23,	0,	54,
19	1	0	0	0	0	0	0	+	189002-2	20	0	20	mmu-mir-19b-2	84	53	73	1	20,	0,	53,
19	1	0	0	0	0	0	0	+	189002-2	20	0	20	mmu-mir-19b-1	87	53	73	1	20,	0,	53,
18	2	0	0	0	0	0	0	+	189002-2	20	0	20	mmu-mir-19a	82	48	68	1	20,	0,	48,
16	0	0	0	0	0	0	0	+	189006-2	16	0	16	mmu-mir-2133-2	95	67	83	1	16,	0,	67,
16	0	0	0	0	0	0	0	+	189006-2	16	0	16	mmu-mir-2133-1	91	65	81	1	16,	0,	65,
18	1	0	0	0	0	0	0	+	189013-2	19	0	19	mmu-mir-434	94	59	78	1	19,	0,	59,
19	1	0	0	0	0	0	0	+	189030-2	21	1	21	mmu-mir-26a-2	84	13	33	1	20,	1,	13,
19	1	0	0	0	0	0	0	+	189030-2	21	1	21	mmu-mir-26a-1	90	15	35	1	20,	1,	15,
20	0	0	0	0	0	0	0	+	189034-2	20	0	20	mmu-mir-219-2	97	18	38	1	20,	0,	18,
20	0	0	0	0	0	0	0	+	189034-2	20	0	20	mmu-mir-219-1	110	20	40	1	20,	0,	20,
22	1	0	0	0	0	0	0	+	189038-2	23	0	23	mmu-mir-182	75	6	29	1	23,	0,	6,
18	1	0	0	0	0	0	0	+	189048-2	19	0	19	mmu-mir-27a	87	55	74	1	19,	0,	55,
22	0	0	0	0	0	0	0	+	189054-2	23	0	22	mmu-mir-221	95	59	81	1	22,	0,	59,
18	0	0	0	0	0	0	0	-	189064-2	18	0	18	mmu-mir-706	84	1	19	1	18,	0,	1,
17	0	0	0	0	0	0	0	-	189064-2	18	1	18	mmu-mir-1195	123	77	94	1	17,	0,	77,
20	1	0	0	0	0	0	0	+	189070-2	21	0	21	mmu-mir-9-3	90	15	36	1	21,	0,	15,
20	1	0	0	0	0	0	0	+	189070-2	21	0	21	mmu-mir-9-2	72	7	28	1	21,	0,	7,
20	1	0	0	0	0	0	0	+	189070-2	21	0	21	mmu-mir-9-1	89	15	36	1	21,	0,	15,
20	1	0	0	0	0	0	0	+	189071-2	21	0	21	mmu-mir-19b-2	84	53	74	1	21,	0,	53,
20	1	0	0	0	0	0	0	+	189071-2	21	0	21	mmu-mir-19b-1	87	53	74	1	21,	0,	53,
20	1	0	0	0	0	0	0	+	189078-2	21	0	21	mmu-mir-134	71	6	27	1	21,	0,	6,
20	1	0	0	0	0	0	0	+	189111-2	22	0	21	mmu-mir-292	82	49	70	1	21,	0,	49,
19	0	0	0	0	0	0	0	+	189119-2	22	3	22	mmu-mir-134	71	6	25	1	19,	3,	6,
21	1	0	0	0	0	0	0	+	189123-2	22	0	22	mmu-mir-21	92	17	39	1	22,	0,	17,
17	0	0	0	0	0	0	0	+	189129-2	17	0	17	mmu-mir-2134-6	57	21	38	1	17,	0,	21,
17	0	0	0	0	0	0	0	+	189129-2	17	0	17	mmu-mir-2134-5	57	21	38	1	17,	0,	21,
17	0	0	0	0	0	0	0	+	189129-2	17	0	17	mmu-mir-2134-4	57	21	38	1	17,	0,	21,
17	0	0	0	0	0	0	0	+	189129-2	17	0	17	mmu-mir-2134-3	90	39	56	1	17,	0,	39,
17	0	0	0	0	0	0	0	+	189129-2	17	0	17	mmu-mir-2134-2	57	21	38	1	17,	0,	21,
17	0	0	0	0	0	0	0	+	189129-2	17	0	17	mmu-mir-2134-1	55	20	37	1	17,	0,	20,
19	0	0	0	0	0	0	0	+	189167-2	19	0	19	mmu-mir-2134-6	57	37	56	1	19,	0,	37,
19	0	0	0	0	0	0	0	+	189167-2	19	0	19	mmu-mir-2134-5	57	37	56	1	19,	0,	37,
19	0	0	0	0	0	0	0	+	189167-2	19	0	19	mmu-mir-2134-4	57	37	56	1	19,	0,	37,
19	0	0	0	0	0	0	0	+	189167-2	19	0	19	mmu-mir-2134-1	55	36	55	1	19,	0,	36,
19	1	0	0	0	0	0	0	+	189190-2	20	0	20	mmu-mir-377	68	43	63	1	20,	0,	43,
19	1	0	0	0	0	0	0	+	189201-2	20	0	20	mmu-mir-134	71	6	26	1	20,	0,	6,
17	0	0	0	0	0	0	0	+	189217-2	19	2	19	mmu-mir-1935	60	29	46	1	17,	2,	29,
17	0	0	0	0	0	0	0	+	189217-2	19	2	19	mmu-mir-1195	123	21	38	1	17,	2,	21,
20	1	0	0	0	0	0	0	+	189244-2	21	0	21	mmu-mir-429	83	50	71	1	21,	0,	50,
22	1	0	0	0	0	0	0	+	189247-2	23	0	23	mmu-mir-182	75	6	29	1	23,	0,	6,
20	1	0	0	0	0	0	0	+	189249-2	21	0	21	mmu-mir-26b	85	14	35	1	21,	0,	14,
17	1	0	0	0	0	0	0	+	189249-2	21	0	18	mmu-mir-26a-2	84	13	31	1	18,	0,	13,
18	1	0	0	0	0	0	0	+	189250-2	19	0	19	mmu-mir-218-2	110	24	43	1	19,	0,	24,
18	1	0	0	0	0	0	0	+	189250-2	19	0	19	mmu-mir-218-1	110	24	43	1	19,	0,	24,
18	0	0	0	0	0	0	0	+	189267-2	21	2	20	mmu-mir-690	109	60	78	1	18,	2,	60,
18	0	0	0	0	0	0	0	+	189267-2	21	2	20	mmu-mir-3473	71	52	70	1	18,	2,	52,
18	2	0	0	0	0	0	0	+	189267-2	21	0	20	mmu-mir-1934	83	62	82	1	20,	0,	62,
19	1	0	0	0	0	0	0	+	189366-2	20	0	20	mmu-let-7c-2	95	13	33	1	20,	0,	13,
19	1	0	0	0	0	0	0	+	189366-2	20	0	20	mmu-let-7c-1	94	15	35	1	20,	0,	15,
19	2	0	0	0	0	0	0	+	189386-2	21	0	21	mmu-mir-16-2	95	16	37	1	21,	0,	16,
19	2	0	0	0	0	0	0	+	189386-2	21	0	21	mmu-mir-16-1	93	15	36	1	21,	0,	15,
19	1	0	0	0	0	1	1	-	189386-2	21	1	21	mmu-mir-195	94	57	78	2	12,8,	0,12,	57,70,
17	0	0	0	0	0	0	0	+	189485-2	20	3	20	mmu-mir-466k	122	101	118	1	17,	3,	101,
19	0	0	0	0	0	0	0	+	189485-2	20	1	20	mmu-mir-297a-6	82	51	70	1	19,	1,	51,
19	0	0	0	0	0	0	0	+	189485-2	20	1	20	mmu-mir-297a-5	90	11	30	1	19,	1,	11,
19	0	0	0	0	0	0	0	+	189485-2	20	1	20	mmu-mir-297a-4	98	11	30	1	19,	1,	11,
19	0	0	0	0	0	0	0	+	189485-2	20	1	20	mmu-mir-297a-3	102	11	30	1	19,	1,	11,
19	0	0	0	0	0	0	0	+	189485-2	20	1	20	mmu-mir-297a-2	64	36	55	1	19,	1,	36,
19	0	0	0	0	0	0	0	+	189485-2	20	1	20	mmu-mir-297a-1	76	15	34	1	19,	1,	15,
19	1	0	0	0	0	0	0	+	189498-2	20	0	20	mmu-mir-126	73	8	28	1	20,	0,	8,
19	1	0	0	0	0	0	0	+	189511-2	20	0	20	mmu-mir-452	85	52	72	1	20,	0,	52,
18	0	0	0	0	0	0	0	+	189557-2	22	4	22	mmu-mir-669n	54	5	23	1	18,	4,	5,
17	1	0	0	0	0	0	0	+	189557-2	22	0	18	mmu-mir-669d	121	39	57	1	18,	0,	39,
21	1	0	0	0	0	0	0	+	189557-2	22	0	22	mmu-mir-669c	109	23	45	1	22,	0,	23,
22	0	0	0	0	0	0	0	+	189580-2	22	0	22	mmu-mir-323	86	49	71	1	22,	0,	49,
20	1	0	0	0	0	0	0	+	189595-2	21	0	21	mmu-mir-183	70	5	26	1	21,	0,	5,
19	0	0	0	0	0	0	0	+	189606-2	20	1	20	mmu-mir-183	70	6	25	1	19,	1,	6,
19	0	0	0	0	0	0	0	+	189617-2	19	0	19	mmu-mir-485	73	48	67	1	19,	0,	48,
19	1	0	0	0	0	0	0	+	189633-2	20	0	20	mmu-mir-335	98	15	35	1	20,	0,	15,
20	1	0	0	1	1	0	0	-	189662-2	22	0	22	mmu-mir-3470b	126	84	105	2	9,12,	0,10,	84,93,
19	0	0	0	0	0	0	0	+	189672-2	20	0	19	mmu-mir-130a	64	41	60	1	19,	0,	41,
17	0	0	0	0	0	0	0	+	189680-2	17	0	17	mmu-mir-689-2	109	39	56	1	17,	0,	39,
17	1	0	0	0	0	0	0	+	189696-2	18	0	18	mmu-mir-22	95	58	76	1	18,	0,	58,
21	1	0	0	0	0	0	0	+	189710-2	22	0	22	mmu-mir-342	99	18	40	1	22,	0,	18,
19	1	0	0	0	0	0	0	+	189734-2	20	0	20	mmu-mir-16-2	95	17	37	1	20,	0,	17,
19	1	0	0	0	0	0	0	+	189734-2	20	0	20	mmu-mir-16-1	93	16	36	1	20,	0,	16,
18	1	0	0	0	0	0	0	+	189757-2	19	0	19	mmu-mir-379	66	42	61	1	19,	0,	42,
19	0	0	0	0	0	0	0	+	189760-2	20	1	20	mmu-mir-154	66	6	25	1	19,	1,	6,
18	0	0	0	0	0	0	0	-	189778-2	19	1	19	mmu-mir-2182	116	87	105	1	18,	0,	87,
20	1	0	0	0	0	0	0	+	189830-2	21	0	21	mmu-mir-302c	68	42	63	1	21,	0,	42,
19	1	0	0	0	0	0	0	+	189842-2	20	0	20	mmu-mir-421	76	45	65	1	20,	0,	45,
18	1	0	0	0	0	0	0	+	189913-2	19	0	19	mmu-mir-101b	97	60	79	1	19,	0,	60,
16	0	0	0	0	0	0	0	+	189927-2	16	0	16	mmu-mir-2132	179	139	155	1	16,	0,	139,
19	1	0	0	0	0	0	0	+	189947-2	20	0	20	mmu-mir-466e	84	50	70	1	20,	0,	50,
19	1	0	0	0	0	0	0	+	189947-2	20	0	20	mmu-mir-466d	96	50	70	1	20,	0,	50,
19	1	0	0	0	0	0	0	+	189947-2	20	0	20	mmu-mir-466c	84	50	70	1	20,	0,	50,
18	1	0	0	0	0	0	0	+	189947-2	20	1	20	mmu-mir-466b-3	81	50	69	1	19,	1,	50,
19	1	0	0	0	0	0	0	+	189947-2	20	0	20	mmu-mir-466b-2	82	49	69	1	20,	0,	49,
19	1	0	0	0	0	0	0	+	189947-2	20	0	20	mmu-mir-466b-1	82	49	69	1	20,	0,	49,
19	1	0	0	0	0	0	0	+	189947-2	20	0	20	mmu-mir-466a	73	49	69	1	20,	0,	49,
18	0	0	0	0	0	0	0	+	189975-2	22	0	18	mmu-mir-292	82	49	67	1	18,	0,	49,
18	1	0	0	0	0	0	0	+	190003-2	19	0	19	mmu-mir-106a	65	4	23	1	19,	0,	4,
19	1	0	0	0	0	0	0	+	190005-2	20	0	20	mmu-mir-300	79	54	74	1	20,	0,	54,
18	1	0	0	0	0	0	0	+	190008-2	19	0	19	mmu-mir-151	68	42	61	1	19,	0,	42,
21	1	0	0	0	0	0	0	+	190011-2	27	5	27	mmu-mir-669o	96	19	41	1	22,	5,	19,
16	0	0	0	0	0	0	0	+	190011-2	27	5	21	mmu-mir-669l	98	18	34	1	16,	5,	18,
21	1	0	0	0	0	0	0	+	190011-2	27	5	27	mmu-mir-669f	121	19	41	1	22,	5,	19,
19	1	0	0	0	0	0	0	+	190011-2	27	7	27	mmu-mir-669e	119	46	66	1	20,	7,	46,
22	0	0	0	0	0	0	0	+	190011-2	27	5	27	mmu-mir-669a-3	109	27	49	1	22,	5,	27,
22	0	0	0	0	0	0	0	+	190011-2	27	5	27	mmu-mir-669a-2	97	21	43	1	22,	5,	21,
22	0	0	0	0	0	0	0	+	190011-2	27	5	27	mmu-mir-669a-1	97	19	41	1	22,	5,	19,
18	1	0	0	0	0	0	0	+	190011-2	27	8	27	mmu-mir-466f-4	121	22	41	1	19,	8,	22,
18	1	0	0	0	0	0	0	+	190011-2	27	8	27	mmu-mir-466f-3	94	14	33	1	19,	8,	14,
18	1	0	0	0	0	0	0	+	190011-2	27	8	27	mmu-mir-466f-1	94	14	33	1	19,	8,	14,
18	1	0	0	0	0	0	0	+	190014-2	20	1	20	mmu-mir-302d	66	43	62	1	19,	1,	43,
20	1	0	0	0	0	0	0	+	190017-2	21	0	21	mmu-mir-342	99	60	81	1	21,	0,	60,
19	0	0	0	0	0	0	0	+	190024-2	21	1	20	mmu-mir-294	84	50	69	1	19,	1,	50,
20	1	0	0	0	0	0	0	+	190046-2	22	0	21	mmu-mir-107	87	51	72	1	21,	0,	51,
21	1	0	0	0	0	0	0	+	190046-2	22	0	22	mmu-mir-103-2	86	51	73	1	22,	0,	51,
21	1	0	0	0	0	0	0	+	190046-2	22	0	22	mmu-mir-103-1	86	51	73	1	22,	0,	51,
20	1	0	0	0	0	0	0	+	190069-2	21	0	21	mmu-mir-219-2	97	18	39	1	21,	0,	18,
20	1	0	0	0	0	0	0	+	190069-2	21	0	21	mmu-mir-219-1	110	20	41	1	21,	0,	20,
19	1	0	0	0	0	0	0	+	190098-2	20	0	20	mmu-mir-24-2	107	61	81	1	20,	0,	61,
19	1	0	0	0	0	0	0	+	190098-2	20	0	20	mmu-mir-24-1	68	44	64	1	20,	0,	44,
20	2	0	0	0	0	0	0	+	190100-2	22	0	22	mmu-mir-292	82	49	71	1	22,	0,	49,
19	0	0	0	0	0	0	0	+	190121-2	20	0	19	mmu-mir-1965	126	99	118	1	19,	0,	99,
20	0	0	0	0	0	0	0	-	190144-2	20	0	20	mmu-mir-2182	116	62	82	1	20,	0,	62,
19	1	0	0	0	0	0	0	+	190168-2	20	0	20	mmu-mir-1839	73	3	23	1	20,	0,	3,
19	0	0	0	0	0	0	0	+	190191-2	20	1	20	mmu-mir-30a	71	47	66	1	19,	1,	47,
18	0	0	0	0	0	0	0	+	190198-2	22	4	22	mmu-mir-302d	66	44	62	1	18,	4,	44,
17	1	0	0	0	0	0	0	+	190198-2	22	4	22	mmu-mir-302c	68	45	63	1	18,	4,	45,
17	1	0	0	0	0	0	0	+	190217-2	18	0	18	mmu-mir-320	82	47	65	1	18,	0,	47,
22	0	0	0	0	0	0	0	+	190235-2	23	0	22	mmu-mir-493	83	10	32	1	22,	0,	10,
19	1	0	0	0	0	0	0	+	190239-2	20	0	20	mmu-mir-9-3	90	54	74	1	20,	0,	54,
19	1	0	0	0	0	0	0	+	190239-2	20	0	20	mmu-mir-9-2	72	44	64	1	20,	0,	44,
19	1	0	0	0	0	0	0	+	190239-2	20	0	20	mmu-mir-9-1	89	54	74	1	20,	0,	54,
20	0	0	0	0	0	0	0	+	190315-2	21	0	20	mmu-mir-291a	82	48	68	1	20,	0,	48,
16	0	0	0	0	0	0	0	+	190354-2	16	0	16	mmu-mir-2132	179	123	139	1	16,	0,	123,
19	0	0	0	0	0	0	0	+	190392-2	19	0	19	mmu-mir-2134-6	57	35	54	1	19,	0,	35,
19	0	0	0	0	0	0	0	+	190392-2	19	0	19	mmu-mir-2134-5	57	35	54	1	19,	0,	35,
19	0	0	0	0	0	0	0	+	190392-2	19	0	19	mmu-mir-2134-4	57	35	54	1	19,	0,	35,
18	1	0	0	0	0	0	0	+	190392-2	19	0	19	mmu-mir-2134-2	57	35	54	1	19,	0,	35,
19	0	0	0	0	0	0	0	+	190392-2	19	0	19	mmu-mir-2134-1	55	34	53	1	19,	0,	34,
20	0	0	0	0	0	0	0	+	190415-2	20	0	20	mmu-mir-1198	121	79	99	1	20,	0,	79,
19	1	0	0	0	0	0	0	+	190426-2	20	0	20	mmu-mir-126	73	45	65	1	20,	0,	45,
19	1	0	0	0	0	0	0	+	190428-2	20	0	20	mmu-mir-466k	122	19	39	1	20,	0,	19,
19	1	0	0	0	0	0	0	+	190428-2	20	0	20	mmu-mir-297a-2	64	24	44	1	20,	0,	24,
19	1	0	0	0	0	0	0	+	190436-2	20	0	20	mmu-mir-501	109	60	80	1	20,	0,	60,
17	0	0	0	0	0	0	0	+	190451-2	20	0	17	mmu-mir-293	80	46	63	1	17,	0,	46,
19	1	0	0	0	0	0	0	+	190465-2	20	0	20	mmu-mir-302b	74	48	68	1	20,	0,	48,
16	0	0	0	0	0	0	0	+	190475-2	16	0	16	mmu-mir-1981	82	0	16	1	16,	0,	0,
19	2	0	0	0	0	0	0	+	190481-2	21	0	21	mmu-mir-106a	65	4	25	1	21,	0,	4,
19	1	0	0	0	0	0	0	+	190487-2	20	0	20	mmu-mir-466e	84	50	70	1	20,	0,	50,
19	1	0	0	0	0	0	0	+	190487-2	20	0	20	mmu-mir-466d	96	50	70	1	20,	0,	50,
19	1	0	0	0	0	0	0	+	190487-2	20	0	20	mmu-mir-466c	84	50	70	1	20,	0,	50,
16	0	0	0	0	0	0	0	+	190487-2	20	4	20	mmu-mir-466b-3	81	53	69	1	16,	4,	53,
19	1	0	0	0	0	0	0	+	190487-2	20	0	20	mmu-mir-466b-2	82	49	69	1	20,	0,	49,
19	1	0	0	0	0	0	0	+	190487-2	20	0	20	mmu-mir-466b-1	82	49	69	1	20,	0,	49,
19	1	0	0	0	0	0	0	+	190487-2	20	0	20	mmu-mir-466a	73	49	69	1	20,	0,	49,
17	0	0	0	0	0	0	0	+	190533-2	23	6	23	mmu-mir-2134-6	57	13	30	1	17,	6,	13,
17	0	0	0	0	0	0	0	+	190533-2	23	6	23	mmu-mir-2134-5	57	13	30	1	17,	6,	13,
17	0	0	0	0	0	0	0	+	190533-2	23	6	23	mmu-mir-2134-4	57	13	30	1	17,	6,	13,
17	0	0	0	0	0	0	0	+	190533-2	23	6	23	mmu-mir-2134-3	90	31	48	1	17,	6,	31,
17	0	0	0	0	0	0	0	+	190533-2	23	6	23	mmu-mir-2134-2	57	13	30	1	17,	6,	13,
17	0	0	0	0	0	0	0	+	190533-2	23	6	23	mmu-mir-2134-1	55	12	29	1	17,	6,	12,
19	1	0	0	0	0	0	0	+	190540-2	20	0	20	mmu-mir-335	98	15	35	1	20,	0,	15,
19	0	0	0	0	0	0	0	+	190570-2	19	0	19	mmu-mir-467b	73	11	30	1	19,	0,	11,
19	0	0	0	0	0	0	0	+	190570-2	19	0	19	mmu-mir-467a-1	73	11	30	1	19,	0,	11,
23	0	0	0	0	0	0	0	-	190585-2	23	0	23	mmu-mir-2182	116	84	107	1	23,	0,	84,
22	0	0	0	0	0	0	0	-	190586-2	22	0	22	mmu-mir-2182	116	27	49	1	22,	0,	27,
18	1	0	0	0	0	0	0	+	190631-2	19	0	19	mmu-mir-323	86	50	69	1	19,	0,	50,
19	0	0	0	0	0	0	0	+	190642-2	19	0	19	mmu-mir-126	73	10	29	1	19,	0,	10,
22	0	0	0	0	0	0	0	+	190647-2	22	0	22	mmu-mir-2138	86	13	35	1	22,	0,	13,
18	1	0	0	0	0	0	0	+	190657-2	19	0	19	mmu-mir-411	82	15	34	1	19,	0,	15,
21	0	0	0	0	0	0	0	+	190674-2	21	0	21	mmu-mir-449c	109	27	48	1	21,	0,	27,
18	1	0	0	0	0	0	0	+	190682-2	19	0	19	mmu-mir-93	88	14	33	1	19,	0,	14,
22	0	0	0	0	0	0	0	+	190694-2	22	0	22	mmu-mir-666	99	55	77	1	22,	0,	55,
17	1	0	0	0	0	0	0	+	190728-2	18	0	18	mmu-mir-23b	74	45	63	1	18,	0,	45,
17	1	0	0	0	0	0	0	+	190728-2	18	0	18	mmu-mir-23a	75	45	63	1	18,	0,	45,
19	1	0	0	0	0	0	0	+	190743-2	20	0	20	mmu-mir-191	74	6	26	1	20,	0,	6,
18	1	0	0	0	0	0	0	+	190748-2	19	0	19	mmu-mir-540	67	42	61	1	19,	0,	42,
16	0	0	0	0	0	0	0	+	190774-2	20	4	20	mmu-mir-294	84	54	70	1	16,	4,	54,
17	1	0	0	0	0	0	0	+	190787-2	21	0	18	mmu-mir-429	83	50	68	1	18,	0,	50,
19	2	0	0	0	0	0	0	+	190787-2	21	0	21	mmu-mir-200c	69	44	65	1	21,	0,	44,
20	1	0	0	0	0	0	0	+	190787-2	21	0	21	mmu-mir-200b	70	44	65	1	21,	0,	44,
